"",,,,Pág: 1
"",,,LOURENCO E SILVA LTDA,
"",,,CNPJ : 07626439000173 IE : 152496416,
"",,,9491199073 94991199073 CANAÃ DOS CARAJÁS / PA,
"",,,"paulistamconstrucoes@hotmail.com AVENIDA DOS PIONEIROS, 126-B",
"",,,CENTRO,
"",,,01/10/2025 07:40:32,
"",,,Lista de preços,
Tabela Preço : PADRÃO,,,Tipo de Saldo : Geral,
Descrição,,Ncm,No. Fabricante Fabricante Emp UN Estoque,Vlr. Venda
56004 - 11159-C33 - TORNEIRA COZINHA,,84818011,"9937586 MARCHEZAN 1 UN 3,00","80,89"
PAREDE VEDACAO PRESS,,,,
56045 - 1168 F61 PR TORN COZ PAR FITT,,84818019,"LORENZETTI 1 UN -3,00","64,19"
CX/0004,,,,
56044 - 1195 F61 PR TORN LAVAT BA FITT,,84818019,"LORENZETTI 1 UN 1,00","64,19"
CX/0004,,,,
56006 - 1416 1/2-C33 - REGISTRO PRESSAO,,84818095,"MARCHEZAN 1 UN 3,00","51,68"
VEDANTE DN15,,,,
56007 - 1509 3/4-C33 (SACO PLASTICO) -,,84818093,"MARCHEZAN 1 UN -7,00","85,11"
REGISTRO GAVETA LUXO DN20,,,,
56005 - 16046 - MECANISMO-VED.P/ TORN. PIST.,,84818011,"150015 MARCHEZAN 1 UN 0,00","29,26"
AMARELO,,,,
56001 - 16048 - MECANISMO-VED.P/ REG. 1416,,84818011,"150002 MARCHEZAN 1 UN 7,00","28,22"
PIST. AMARELO,,,,
56000 - 16049 - MECANISMO-MVS.P/ REG. 1414,,84818011,"150004 MARCHEZAN 1 UN 11,00","30,39"
PIST. AMARELO,,,,
56306 - 16149 - MECANISMO-MVS.P/ REG.1414,,84818011,"MARCHEZAN 1 UN 16,00","32,60"
PIST. CROMADO,,,,
56150 - 1654 CRUZETA C33 CROM.,,84818019,"11985 AGUIA 1 UN 5,00","18,37"
56003 - 33318 - DUCHA FRIA ARTICULADO 70MM,,84818019,"9941114 MARCHEZAN 1 UN 3,00","88,46"
ATENAS,,,,
55997 - 4790-C80 - TORNEIRA LAVATORIO,,84818011,"9934838 MARCHEZAN 1 UN 5,00","95,47"
BANCADA 90° BICA MO,,,,
55998 - 4795-C80 - TORNEIRA COZINHA,,84818011,"MARCHEZAN 1 UN 1,00","88,50"
BANCADA 90° BICA MOVEL VEDACAO NAO,,,,
COMPRESSIVEL 1/4 VOLTA,,,,
56002 - 6000 - KIT ACESSORIOS P/ BANHEIRO,,76152000,"38412 MARCHEZAN 1 UN 0,00","192,99"
ENCANTO,,,,
55999 - 9499 -C80 - TORN. COZINHA BANCADA,,84818011,"9937490 MARCHEZAN 1 UN 4,00","112,91"
GOURMET DUPLA F,,,,
27049 - ABAFADOR AUDIT PLUG SILIC - KALIPSO,,82055900,"920646 NOVA DISTR 1 UN 81,81","1,83"
53238 - ABAFADOR AUDITIVA - DELTAPLUS,,40159000,"190401 NOVA DISTR 1 UN -6,00","13,93"
55745 - ABRACAD INOX 13-19MM C/BORBOLETA,,73269090,"022273 TAMBASA AT 1 UN 26,00","3,04"
50661 - ABRACAD. ACO LAMP FLU 20/40/110 T8,,73269090,"180130 TAMBASA AT 1 UN 79,00","2,31"
"56588 - ABRACADEIRA (3/4"") (VERDE) 4G/5G",,84139190,"50200 ANAUGER 1 UN 9,00","12,10"
37508 - ABRACADEIRA ARGOLA 83-10 INCA,,73269090,"CENTER MAT 1 UN 9,00","5,93"
55706 - ABRACADEIRA BORBOLETA 19X27,,73269090,"0515.019.027 LOTUS 1 UN -52,00","4,58"
39993 - ABRACADEIRA CABIDEIRA GRANDE,,73269090,"CENTER MAT 1 UN 2,00","0,64"
40002 - ABRACADEIRA CABIDEIRA PEQUENA,,73269090,"CENTER MAT 1 UN 53,00","0,51"
40231 - ABRACADEIRA COLORIDA 10CM,,39269090,"57440/928 TRAMONTINA 1 UN 0,00","0,08"
40240 - ABRACADEIRA COLORIDA 15CM,,39269090,"57440/915 TRAMONTINA 1 UN -16,00","0,28"
"53462 - ABRACADEIRA COLORIDA 9,5CM",,39269090,"57440/909 TRAMONTINA 1 UN 0,00","0,32"
54316 - ABRACADEIRA INOX BORBOLETA 13-23,,73269090,"3710 LOTUS 1 UN -101,00","2,86"
54315 - ABRACADEIRA INOX BORBOLETA 14-27,,73269090,"3711 LOTUS 1 UN 234,00","2,98"
54314 - ABRACADEIRA INOX BORBOLETA 18-32,,73269090,"3712 LOTUS 1 UN 172,00","3,04"
55181 - ABRACADEIRA MANGOTE 1.1/2¿,,73269090,"45403 NEGRAO 1 UN 10,00","20,00"
48X56MM,,,,
55182 - ABRACADEIRA MANGOTE 1.1/4¿,,73269090,"45411 NEGRAO 1 UN 10,00","18,96"
39X47MM,,,,
"56246 - ABRACADEIRA NYLON 12,5X600MM",,39269090,"4202194 FOXLUX 1 CD 0,00","2,07"
"53434 - ABRACADEIRA NYLON 2,5X100MM",,39269090,"422851 FOXLUX 1 UN 0,00","0,11"
"54919 - ABRACADEIRA NYLON 2,5X120MM",,39269090,"149160 FOXLUX 1 UN 0,00","0,36"
"53435 - ABRACADEIRA NYLON 2,5X140MM",,39269090,"37185 FOXLUX 1 UN 0,00","0,33"
"53436 - ABRACADEIRA NYLON 2,5X150MM",,39269090,"422657 FOXLUX 1 UN 0,00","0,12"
"54921 - ABRACADEIRA NYLON 2,5X80MM",,39269090,"149454 FOXLUX 1 UN 0,00","0,19"
"55453 - ABRACADEIRA NYLON 3,5X200MM",,39269090,"4201864 FOXLUX 1 UN -4,00","0,29"
Usuário CLAUDIO FILHO,,,1 / 184 Eptus ERP Enterprise v.6.04.01.001,
"",,Pág: 2
40517 - HERBICIDA GLIZ MATATUDO 1LT,"38083023 AGROQUIMA 1 LT 0,00","31,72"
52159 - HIDROMETRO 2¿P/SAIDA POCO,"79070090 123 CARAJAS CO 1 BR 0,00","2.500,00"
ARTESIANO,,
Usuário CLAUDIO FILHO,79 / 184 Eptus ERP Enterprise v.6.04.01.001,
"",,Pág: 80
"",LOURENCO E SILVA LTDA,
"",CNPJ : 07626439000173 IE : 152496416,
"",9491199073 94991199073 CANAÃ DOS CARAJÁS / PA,
"","paulistamconstrucoes@hotmail.com AVENIDA DOS PIONEIROS, 126-B",
"",CENTRO,
"",01/10/2025 07:40:32,
"",Lista de preços,
52160 - HIDROMETRO 3¿P/SAIDA POCO,"79070090 123 CARAJAS CO 1 BR 0,00","3.269,23"
ARTESIANO,,
"52155 - HIDROMETRO DE 1/2 UNIJATO, 3M/H","79070090 AGUA HIDROGERAI 1 BR 0,00","150,09"
"52154 - HIDROMETRO DE 3/4 UNIJATO, 3M/H","79070090 87877798 HIDROGERAI 1 BR 0,00","125,00"
55106 - HIDROPISTOLA 1/2 (DY 2073),"84248221 4000103 VIQUA 1 UN 2,00","14,78"
52046 - HIDROPISTOLA COM ENGATE RAPIDO,"84248129 2901000060101 DURAMAR 1 PC 1,00","24,26"
56301 - HIDROPISTOLA ENG RAPIDO DUCHA 8,"84248221 F89.51 ARMARINHO 1 UN 6,00","61,03"
FC - FAMASTIL,,
52696 - HIDROPISTOLA JATO CONTROLAVEL,"84248229 78520501 TRAMONTINA 1 UN 2,00","60,56"
52697 - HIDROPISTOLA MULTIFUNCAO,"84248229 78520500 TRAMONTINA 1 UN 1,00","51,50"
52047 - HIDROPISTOLA MULTIFUNCAO 1/2,"84242000 HM12 JAPI 1 UN 2,00","56,68"
55105 - HIDROPISTOLA MULTIFUNCAO 7,"84248221 4000101 VIQUA 1 UN 2,00","39,72"
FUNCOES,,
56106 - HIPERPRIMER HIDRO 1L HIPER (6),"27150000 IH740 ORCA DISTR 1 UN 8,00","20,89"
42951 - IMPERM. ASFALTO FRIO 18L NOVATROL,"27150000 019421 TAMBASA AT 1 UN 1,00","219,53"
51017 - IMPERM. ASFALTO FRIO 1L NOVATROL,"27150000 019908 TAMBASA AT 1 UN -8,00","22,33"
"51364 - IMPERM. ASFALTO FRIO 3,6L NOVATROL","27150000 19422 TAMBASA AT 1 UN -1,00","50,34"
55677 - IMPERMEAB P/LAJES PT 18L,"27150000 37161 ARMARINHO 1 UN -5,00","254,95"
DRYKOPREN,,
55934 - IMPERMEABILIZANTE P/TELHA -,"32091020 078353 ARMARINHO 1 LT 6,00","632,92"
BAUTEC,,
54640 - IMPERMEABILIZANTE PAREDE 18KG,"32091010 31115.02.34.053 QUARTZOLIT 1 UN 1,00","287,32"
"54641 - IMPERMEABILIZANTE PAREDE 3,6KG","32091010 31114.03.34.053 QUARTZOLIT 1 UN 1,00","89,05"
51018 - IMPERMEABILIZANTE SIKA 1 18L,"38244000 019012 TAMBASA AT 1 UN 4,00","208,75"
54856 - IMPERMEABILIZANTE SIKA-1 1L,"38244000 24424 NOVA CASA 1 LT 1,00","15,72"
48500 - IMPRESSORA HP M1132 LASER 110V,"73182200 MARTINS 1 UN 1,00","919,20"
56499 - INSET.AER.BAYGON A.TO.360ML OF,"38089119 1702261 MARTINS 1 UN 2,00","27,63"
54897 - INSETICIDA BUZZ OFF 300ML,"38089192 1702615 MARTINS 1 UN 3,00","11,17"
55584 - INSETICIDA K-OTHRINE CE25 250ML,"38086100 701040 MARTINS 1 UN 5,00","82,02"
49778 - INTER C/TOMADA FAME 10A SISTEMA-X,"85366910 07314154 FAME 1 UN 7,00","28,44"
19917 - INTER C/TOMADA FAME 20A SISTEMA-X,"85366910 07314164 FAME 1 UN 4,00","28,46"
56416 - INTER. 1 TECLA SISTEMA X - PLUZIE,"85365090 38164 NOVA CASA 1 UN 25,00","0,00"
48020 - INTER. 2 TECLAS/TOMADA 10A LUX 2,"85366910 22556 TRAMONTINA 1 UN 62,00","29,89"
42129 - INTER. 2TECLAS/TOMADA 10A,"85366910 09323674 FAME 1 UN 18,00","31,39"
ELEGANCE,,
50595 - INTER. 2TECLAS/TOMADA 10A,"85366910 10329214 FAME 1 UN -1,00","34,04"
EVIDENCE,,
54148 - INTER. C/2TOMADA 10A EVIDENCE,"85366910 10335334 FAME 1 UN 4,00","35,16"
52424 - INTER. C/2TOMADA 10A LIZ,"85365090 3000.671.011 TRAMONTINA 1 UN 22,00","28,74"
53813 - INTER. C/2TOMADA 10A LUX 2,"85366910 898963 TRAMONTINA 1 UN -10,00","32,19"
53740 - INTER. C/2TOMADA 20A ELEGANCE,"85366910 3540 FAME 1 UN -1,00","26,43"
51232 - INTER. C/2TOMADA 20A LIZ,"85366910 57170/086 TRAMONTINA 1 UN 1,00","21,59"
53814 - INTER. C/2TOMADA 20A LUX 2,"85366910 57145086 TRAMONTINA 1 UN -2,00","22,94"
50597 - INTER. C/TOMADA 10A EVIDENCE,"85366910 10338894 FAME 1 UN 115,00","20,31"
54903 - INTER. C/TOMADA 20A EVIDENCE,"85366910 10329184 FAME 1 UN 11,00","22,12"
54410 - INTER. C/TOMADA SISTEMA X 10A,"85365090 63200 ILUMI 1 UN 2,00","15,48"
52294 - INTER. C/TOMADA SISTEMA X 10A 250V,"85366910 57304/013 TRAMONTINA 1 UN 5,00","19,74"
51704 - INTER. C/TOMADA SISTEMA X 2OA,"85366910 57304020 TRAMONTINA 1 UN 6,00","19,95"
52745 - INTER. PARALELO E TOMADA 10A LUX 2,"85366910 94883 TRAMONTINA 1 UN 5,00","30,75"
49786 - INTERRUPTOR 1 TECL PARALELO,"85365090 10128974 FAME 1 UN 14,00","15,18"
EVIDENC,,
52477 - INTERRUPTOR 1 TECLA BLANC,"85365090 04105604 FAME 1 UN 4,00","9,96"
42056 - INTERRUPTOR 1 TECLA ELEG.,"85365090 09122504 FAME 1 UN 18,00","9,66"
Usuário CLAUDIO FILHO,80 / 184 Eptus ERP Enterprise v.6.04.01.001,
"",,Pág: 81
"",LOURENCO E SILVA LTDA,
"",CNPJ : 07626439000173 IE : 152496416,
"",9491199073 94991199073 CANAÃ DOS CARAJÁS / PA,
"","paulistamconstrucoes@hotmail.com AVENIDA DOS PIONEIROS, 126-B",
"",CENTRO,
"",01/10/2025 07:40:32,
"",Lista de preços,
47953 - INTERRUPTOR 1 TECLA EVIDENCE,"85365090 10137414 FAME 1 UN 31,00","11,88"
19801 - INTERRUPTOR 1 TECLA FAME SISTEMA-,"85366910 FAME 1 UN -1,00","10,82"
X,,
42064 - INTERRUPTOR 1 TECLA GRANDE,"85369090 2251 FAME 1 UN 7,00","9,21"
ELEGANC,,
21482 - INTERRUPTOR 1 TECLA LIZ,"85365090 3000.671.001 TRAMONTINA 1 UN 79,00","12,17"
2879 - INTERRUPTOR 1 TECLA LUX 2,"85365090 151889 TRAMONTINA 1 UN 427,00","12,66"
50587 - INTERRUPTOR 1 TECLA PARALELO,"85365090 04105944 FAME 1 UN 19,00","12,42"
BLANC,,
39802 - INTERRUPTOR 1 TECLA PARALELO LIZ,"85365090 41000 TRAMONTINA 1 UN 1,00","20,27"
49921 - INTERRUPTOR 1 TECLA PARALELO LUX,"85365090 077318 TRAMONTINA 1 UN -14,00","15,44"
2,,
54411 - INTERRUPTOR 1 TECLA SISTEMA X,"85365090 35537 ILUMI 1 UN 15,00","8,35"
52744 - INTERRUPTOR 2 SIMPLES DIST C/P EL,"85365090 09122534 ATLAS 1 UN 58,00","19,38"
49794 - INTERRUPTOR 2 TECL PARALELO,"85365090 2357 FAME 1 UN 0,00","23,25"
ELEGANC,,
42080 - INTERRUPTOR 2 TECLA ELEGANC,"85369090 2253 FAME 1 UN -1,00","17,67"
52049 - INTERRUPTOR 2 TECLA PARALELOS,"85365090 0642 FAME 1 UN 0,00","18,72"
BLANC,,
24660 - INTERRUPTOR 2 TECLA+TOMADA,"85366910 1363 FAME 1 UN -3,00","25,73"
BLANC,,
3107 - INTERRUPTOR 2 TECLA/TOMADA 10A LIZ,"85366910 077634 TRAMONTINA 1 UN 16,00","24,65"
44520 - INTERRUPTOR 2 TECLAS BLANC,"85365090 04106274 FAME 1 UN -1,00","15,04"
54145 - INTERRUPTOR 2 TECLAS EVIDENCE,"85365090 10129044 FAME 1 UN 31,00","22,37"
55412 - INTERRUPTOR 2 TECLAS ILUMI,"85365090 35500 ILUMI 1 UN 20,00","14,30"
46850 - INTERRUPTOR 2 TECLAS LIZ,"85365090 077891 TRAMONTINA 1 UN 10,00","22,94"
19925 - INTERRUPTOR 2 TECLAS LUX 2,"85365090 22574 TRAMONTINA 1 UN -10,00","22,01"
21393 - INTERRUPTOR 2 TECLAS PARALELO LIZ,"85365090 41006 TRAMONTINA 1 UN 18,00","26,13"
38555 - INTERRUPTOR 2 TECLAS SISTEMA X,"85365090 57304/011 TRAMONTINA 1 UN 20,00","13,20"
42099 - INTERRUPTOR 3 TECLA ELEGANC,"85365090 09122544 FAME 1 UN 5,00","27,38"
53209 - INTERRUPTOR 3 TECLAS BLANC,"85365090 04106564 FAME 1 UN 5,00","21,24"
28045 - INTERRUPTOR 3 TECLAS EVIDENCE,"85365090 10129074 FAME 1 UN 7,00","26,33"
21458 - INTERRUPTOR 3 TECLAS LIZ,"85365090 22559 TRAMONTINA 1 UN 16,00","30,38"
49930 - INTERRUPTOR 3 TECLAS LUX 2,"85365090 22576 TRAMONTINA 1 UN 23,00","24,26"
53365 - INTERRUPTOR 3 TECLAS PARALELO,"85365090 0657 FAME 1 UN 0,00","29,69"
BLANC,,
54977 - INTERRUPTOR C/ TOMADA 20A LIZ,"85366910 077889 TRAMONTINA 1 UN 109,00","21,09"
32972 - INTERRUPTOR C/TOMADA 10A BLANC,"85366910 04313574 FAME 1 UN 61,00","15,19"
44490 - INTERRUPTOR C/TOMADA 10A ELEG.,"85366910 09322604 FAME 1 UN 39,00","20,03"
48003 - INTERRUPTOR C/TOMADA 10A LIZ,"85365090 3000.671.009 TRAMONTINA 1 UN 97,00","14,90"
51506 - INTERRUPTOR C/TOMADA 10A LUX 2,"85366910 077620 TRAMONTINA 1 UN 80,00","16,56"
46051 - INTERRUPTOR C/TOMADA 20A BLANC,"85366910 04313584 FAME 1 UN 14,00","16,53"
54026 - INTERRUPTOR C/TOMADA 20A ELEG.,"85366910 09322614 FAME 1 UN 0,00","18,36"
52698 - INTERRUPTOR C/TOMADA 20A LUX 2,"85366910 4201221 TRAMONTINA 1 UN -3,00","20,92"
19895 - INTERRUPTOR DIFERENCIAL 2P 25A,"85365090 CD225P ELETROMAR 1 UN 5,00","80,41"
51700 - INTERRUPTOR SISTEMA X,"85365090 57304/001 TRAMONTINA 1 UN -24,00","8,57"
13293 - INTERRUPTOR TIPO PERA - ILUMI/FAME,"85365090 35558 FAME 1 UN 23,00","8,36"
53861 - INTERRUPTOR/TOMADA 2P+T10A,"85365090 4200425 MARTINS 1 UN 1,00","13,36"
52040 - IRRIGADOR MULTIPLO 8 FUNCOES,"39173300 2901000060040 DURIM 1 PC 2,00","39,21"
52041 - IRRIGADOR SETORIAL MULTIPLO 5,"39173290 2901000060057 DURIM 1 PC 7,00","21,01"
FUNC.,,
"56390 - ISCA ARTIFICIAL ACRILICA 14,5CM PESO","95079000 1100.027.000 MARTINS 1 UN 1,00","26,84"
25G MEIA AGU,,
56391 - ISCA ARTIFICIAL MEIA AGUA,"95079000 1100.378.000 MARTINS 1 UN 1,00","15,79"
ADRENALINA 9CM 10GR (10,,
Usuário CLAUDIO FILHO,81 / 184 Eptus ERP Enterprise v.6.04.01.001,
"",,Pág: 82
"",LOURENCO E SILVA LTDA,
"",CNPJ : 07626439000173 IE : 152496416,
"",9491199073 94991199073 CANAÃ DOS CARAJÁS / PA,
"","paulistamconstrucoes@hotmail.com AVENIDA DOS PIONEIROS, 126-B",
"",CENTRO,
"",01/10/2025 07:40:32,
"",Lista de preços,
51328 - ISOL 2 BL 18KG VEDACIT,"27150000 VEDACIT 1 UN 0,00","188,48"
"51327 - ISOL 2 GL 3,6 - VEDACIT","27150000 VEDACIT 1 UN 0,00","54,96"
50714 - ISOL QUARTZOLIT 18 LTS (NEUTROL),"27150000 QUARTZOLIT 1 MT 0,00","206,01"
53081 - ISOLADOR CERCA CASTANHA,"85469000 032444 ORMEL 1 UN 72,00","1,10"
53137 - ISOLADOR CERCA ELET. GANCHO,"85469000 105595 TAMBASA AT 1 UN 9,00","1,72"
54105 - ISOLADOR CERCA ELET.TIPO W,"85469000 21865 TAMBASA AT 1 UN -89,00","1,51"
53082 - ISOLADOR CERCA ROLDANA,"85469000 39012 NEGRAO 1 UN 548,00","0,43"
"40266 - ISOLADOR PILAR 13,8KV","39269090 PROVISAO P 1 UN 0,00","78,13"
"40258 - ISOLADOR PILAR 34,5KV","39269090 PROVISAO P 1 UN 0,00","243,57"
36080 - ISOLADOR PIMENTAO LOUCA,"85462000 081097 FOXLUX 1 UN 6,10","12,42"
38415 - ISOLADOR POLIMERICO 15KV,"69109000 PROVISAO P 1 UN 0,00","73,53"
53285 - ISOPOR P/LAJE 2000X400X70MM,"73231000 29262 TAMBASA AT 1 UN -78,00","57,21"
55286 - IVOMEC 500ML INJ,"30049059 5902 TAMBASA AT 1 UN 1,00","373,88"
23701 - JANELA ALUMI. 2 FOLHAS 100X80 CANE.,"73182200 31031 STAM 1 UN 1,00","252,96"
55936 - JANELA ALUMINIO 100X100 VENEZIANA,"76101000 311 CLM 1 UN 0,00","323,60"
C,,
55819 - JANELA ALUMINIO 100X100 VENEZIANA,"76101000 788 CLM 1 UN 1,00","467,67"
S,,
55937 - JANELA ALUMINIO 100X120 VENEZIANA,"76101000 322 CLM 1 UN 0,00","388,64"
C,,
55820 - JANELA ALUMINIO 100X120 VENEZIANA,"76101000 789 CLM 1 UN 0,00","537,57"
S,,
55821 - JANELA ALUMINIO 100X150 VENEZIANA -,"76101000 2727 CLM 1 UN 3,00","617,92"
28010 - JARRO DE CIMENTO COLORIDO,"73182200 CERAMICA S 1 UN 0,00","91,15"
GRANDE,,
28029 - JARRO DE CIMENTO COLORIDO,"73182200 CERAMICA S 1 UN 0,00","70,80"
PEQUENO,,
55259 - JOELHO 1 INT AZUL,"39174090 002474 PLASBOHN 1 UN 94,00","1,83"
55257 - JOELHO 1/2 INT AZUL,"39174090 002432 PLASBOHN 1 UN 149,00","0,99"
55258 - JOELHO 3/4 INT AZUL,"39174090 002433 PLASBOHN 1 UN 198,00","1,08"
52864 - JOELHO 45 CURTO SOLDAVEL 110MM,"39174090 KRONA 1 UN 0,00","45,72"
5231 - JOELHO 45 CURTO SOLDAVEL 20MM,"39174090 10120206 PLASTUBOS 1 UN 90,00","1,52"
5223 - JOELHO 45 CURTO SOLDAVEL 25MM,"39174090 0416 PLASTUBOS 1 UN 149,00","2,22"
5215 - JOELHO 45 CURTO SOLDAVEL 32MM,"39174090 0417 PLASTUBOS 1 UN 20,00","6,04"
5207 - JOELHO 45 CURTO SOLDAVEL 40MM,"39174090 PLASTUBOS 1 UN 25,00","9,68"
5193 - JOELHO 45 CURTO SOLDAVEL 50MM,"39174090 10120501 KRONA 1 UN 4,00","12,24"
5185 - JOELHO 45 CURTO SOLDAVEL 60MM,"39174090 PLASTUBOS 1 UN 28,00","25,96"
52865 - JOELHO 45 CURTO SOLDAVEL 75MM,"39174090 0421 KRONA 1 UN 4,00","84,31"
52866 - JOELHO 45 CURTO SOLDAVEL 85MM,"39174090 TIGRE 1 UN 0,00","56,43"
52978 - JOELHO 45 ESGOTO 100MM,"39174090 28263 FORTLEV 1 UN 106,00","8,12"
52979 - JOELHO 45 ESGOTO 150MM,"39174090 11121501 FORTLEV 1 UN 2,00","99,40"
4286 - JOELHO 45 ESGOTO 40MM,"39174090 0611 KRONA 1 UN 68,50","2,43"
4278 - JOELHO 45 ESGOTO 50MM,"39174090 28226 PLASTUBOS 1 UN 128,00","4,39"
42455 - JOELHO 45 ESGOTO 75MM,"39174090 11120751 KRONA 1 UN 29,00","6,97"
34150 - JOELHO 90 ESGOTO 100MM OCRE,"39174090 0309970046 CORRPLASTI 1 UN 0,00","16,84"
4782 - JOELHO 90 SOLD C/B LAT 20X1/2,"39174090 32899 KRONA 1 UN 200,00","1,47"
4766 - JOELHO 90 SOLD C/B LAT 25X1/2¿,"39174090 4005.132.000 MARTINS 1 UN 65,00","8,20"
4774 - JOELHO 90 SOLD C/B LAT 25X3/4,"39174090 10302533 KRONA 1 UN 156,00","8,02"
52240 - JOELHO 90 SOLDAVEL 110MM,"73072200 TIGRE 1 UN 0,00","138,92"
5177 - JOELHO 90 SOLDAVEL 20MM,"39174090 0424 KRONA 1 UN 5.328,00","1,10"
4901 - JOELHO 90 SOLDAVEL 20X1/2¿,"39174090 0483 KRONA 1 UN 2.982,00","1,70"
5169 - JOELHO 90 SOLDAVEL 25MM,"39174090 0425 KRONA 1 UN 812,00","1,65"
Usuário CLAUDIO FILHO,82 / 184 Eptus ERP Enterprise v.6.04.01.001,
"",,Pág: 83
"",LOURENCO E SILVA LTDA,
"",CNPJ : 07626439000173 IE : 152496416,
"",9491199073 94991199073 CANAÃ DOS CARAJÁS / PA,
"","paulistamconstrucoes@hotmail.com AVENIDA DOS PIONEIROS, 126-B",
"",CENTRO,
"",01/10/2025 07:40:32,
"",Lista de preços,
4880 - JOELHO 90 SOLDAVEL 25X1/2¿,"39174090 0485 KRONA 1 UN 2.065,50","3,16"
4898 - JOELHO 90 SOLDAVEL 25X3/4¿,"39174090 0484 FORTLEV 1 UN 1.496,00","3,40"
53058 - JOELHO 90 SOLDAVEL 32MM,"39174090 0426 KRONA 1 UN 387,00","2,25"
5150 - JOELHO 90 SOLDAVEL 32X3/4¿,"39174090 0486 KRONA 1 UN 196,00","11,00"
5142 - JOELHO 90 SOLDAVEL 40MM,"39174090 4005.138.040 FORTLEV 1 PT 330,00","1,87"
55971 - JOELHO 90 SOLDAVEL 50 LR,"39174090 KRONA 1 UN 0,00","2,40"
5134 - JOELHO 90 SOLDAVEL 50MM,"39174090 0428 KRONA 1 UN 605,02","5,29"
5126 - JOELHO 90 SOLDAVEL 60MM,"39174090 4807289 KRONA 1 PT 26,00","51,40"
51592 - JOELHO 90 SOLDAVEL 75MM,"39174090 0430 KRONA 1 UN 5,00","86,91"
55972 - JOELHO 90 SOLDAVEL 85MM,"39174090 KRONA 1 UN 0,00","2,40"
4227 - JOELHO ESGOTO 100MM,"39174090 0619 KRONA 1 UN 198,00","9,40"
10073 - JOELHO ESGOTO 150MM,"39174090 10547 PLASTUBOS 1 UN 18,00","53,70"
28347 - JOELHO ESGOTO 200MM,"39174090 0716 KRONA 1 UN 8,00","177,44"
35939 - JOELHO ESGOTO 40 C/ANEL,"39174090 KRONA 1 UN -1,00","11,45"
4308 - JOELHO ESGOTO 40MM,"39174090 4005.130.040 FORTLEV 1 UN 438,00","3,13"
4243 - JOELHO ESGOTO 50MM,"39174090 0617 MARTINS 1 UN 288,00","4,97"
4235 - JOELHO ESGOTO 75MM,"39174090 0618 KRONA 1 UN 55,00","5,68"
4219 - JOELHO ESGOTO C/VISITA 100X50,"39174090 0622 PLASTUBOS 1 PC 39,00","33,75"
40274 - JOELHO PRETO INT 1.1/2 COM ROSCA,"39174090 NOVA CASA 1 UN 0,00","4,51"
44660 - JOELHO PRETO INT 1.1/4 COM ROSCA,"39174090 NOVA CASA 1 UN 22,00","2,58"
50999 - JOELHO PRETO INT. DUPLO 1,"39174090 25183 KRONA 1 UN 113,00","2,33"
1139 - JOELHO PRETO INT. DUPLO 1/2,"39174090 24032 TAMBASA AT 1 UN -40,00","0,86"
1147 - JOELHO PRETO INT. DUPLO 3/4¿,"39174090 24114 KRONA 1 UN -30,00","0,71"
1155 - JOELHO PRETO INT.1 C/ROSCA,"39174010 METAIS AME 1 PC 138,00","1,89"
1112 - JOELHO PRETO INT.1/2 C/ROSCA,"39174090 024034 ARMARINHO 1 UN 124,00","1,23"
1120 - JOELHO PRETO INT.3/4 C/ROSCA,"39174090 TAMBASA AT 1 PC 79,00","2,29"
"47554 - JOELHO PRETO INTERNO 1""","39174090 TAMBASA AT 1 UN -5,00","1,12"
35513 - JOELHO PRETO INTERNO 1.1/2¿,"39174090 24036 TAMBASA AT 1 UN 72,00","9,17"
18856 - JOELHO PRETO INTERNO 1.1/4,"39174090 PROVINIL 1 PC 2,00","3,86"
5118 - JOELHO PRETO INTERNO 1/2,"39174090 024032 FORTLEV 1 UN 159,00","1,45"
54593 - JOELHO PRETO INTERNO 2,"39174090 FORTLEV 1 UN 0,00","7,32"
54594 - JOELHO PRETO INTERNO 3/4,"39174090 4000.051.034 FORTLEV 1 UN 523,00","1,85"
38768 - JOELHO RED 90 SOLD 25X20MM,"39174090 0433 KRONA 1 UN 26,00","3,40"
18767 - JOELHO RED 90 SOLD 32X25MM,"39174090 0434 KRONA 1 UN 77,00","7,95"
19089 - JOELHO ROSQUEAVEL 1 X 3/4,"39174090 0263 KRONA 1 UN 27,00","2,95"
19054 - JOELHO ROSQUEAVEL 1.1/2,"39174090 AKROS 1 UN 17,00","7,61"
54595 - JOELHO ROSQUEAVEL 1.1/4,"39174090 0259 KRONA 1 PC 7,00","20,35"
16250 - JOELHO ROSQUEAVEL 1/2¿,"39174090 0256 KRONA 1 UN -15,00","2,31"
19062 - JOELHO ROSQUEAVEL 1¿,"39174090 0258 AKROS 1 PC 10,00","7,34"
15776 - JOELHO ROSQUEAVEL 2 CP,"69072200 45338-1 KRONA 1 MT 0,00","21,66"
19046 - JOELHO ROSQUEAVEL 2¿,"39174090 0261 KRONA 1 UN 9,00","18,80"
19070 - JOELHO ROSQUEAVEL 3/4 X 1/2,"39174090 0262 KRONA 1 UN 36,00","3,45"
16268 - JOELHO ROSQUEAVEL 3/4¿,"39174090 000000000000096 PLASTUBOS 1 UN 25,00","3,45"
"26794 - JOGO CHAVE ALLEN 1,5A10MM","82055900 110428 TAMBASA AT 1 JG 12,00","35,97"
22470 - JOGO CHAVE COMBINADA PROFIELD,"82054000 LUMI IMPOR 1 UN 0,00","58,71"
12PÇ,,
